Transfers of financial instruments    (113,217)    (493)    103,413    770    9,804    (277)    –    –    –    –
Non-credit impaired\tStage 1\tStage 2\tStage 3\tPOCI\tTotal,,,
Gross carrying/nominal amount\t$m\t$m\t$m\t$m\t$m\t$m,,,
Allowance for ECL\t$m\t$m\t$m\t$m\t$m\t$m,,,
At 1 Jan 2020\t925,652\t(867)\t88,169\t(1,"103)\t9,289\t345\t1,023,455\t(5,975)"
Transfers of financial instruments\t(113,217)\t(493)\t103,413\t770\t9,804\t\t\t
Net remeasurement of ECL arising from transfer of stage\t\t\t\t\t\t\t\t,,,
Stage 1\t\t\t\t\t\t\t\t,,,
Stage 2\t\t\t\t\t\t\t\t,,,
Stage 3\t\t\t\t\t\t\t\t,,,
POCI\t\t\t\t\t\t\t\t,,,
Total\t\t\t\t\t\t\t\t,,,
Net remeasurement of ECL arising from transfer of stage    –    476    –    (603)    –    (742)    –    –    –    (869),,,
Net new and further lending/repayments    10,451    (437)    (2,910)    141    (3,"350)    583    (48)    (1)    4,143    286"
Change in risk parameters – credit quality    –    (261)    –    (2,349)    –    (3,120)    –    (39)    –    (5,769)
Changes to models used for ECL calculation    –    137    –    303    –    –    –    –    –    440,,,
Assets written off    –    –    –    –    (1,537)    1,537    (30)    30    (1,"567)    1,567"
Credit-related modifications that resulted in derecognition    –    –    –    –    (23)    7    –    –    (23)    7,,,
Assets written off\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t,,,
