3.1,"Company's Amended and Restated Certificate of Incorporation as amended through August 2,2021 (incorporatedby reference to Exhibit 3.1of the Company's Quarterly Reporton Form10-Q(Commission File No.1-7657) for the quarter ended September 30,2021)."
3.2,"Company's By-Laws,asamended through September 26,2O16 (incorporated by reference to Exhibit3.1 of the Company'sCurrent Report on Form8-K(Commission FileNo.1-7657),dated September 26,2016 (filed September 27,2016))."
4.1,The instruments defining the rights of holders of long-term debt securities of the Company and its subsidiaries are omitted pursuant to Section (b)(4)(ii)(A)of Item 601 of Regulation S-K.The Company hereby agrees to furnish copies of these instruments to the SEC upon request.
4.2,"Description of American Express Company's securities registered pursuant to Section 12 of the Securities Exchange Actof 1934,as amended (incorporated by reference to Exhibit 4.2 of the Company's Annual Report on Form 10-K (Commission File No.1-7657) for the year ended December 31,2020)."
10.1,"American Express Company Deferred Compensation Plan for Directorsand Advisors,asamended and restatedeffectiveApril1,2O18(incorporatedbyreference toExhibit10.3of theCompany's Quarterly Report on Form 10-Q (Commission File No.1-7657) for the quarter ended March 31,2018)."
10.2,"American Express Company 2OO7 Pay-for-Performance Deferral Program Document (incorporated by reference to Exhibit 10.1 of theCompany's Current Report on Form8-K(Commission File No.1-7657), dated November 20,2006 (filed November 22,2006))."
10.3,"Description of amendments to 1994-2006 Pay-for-Performance Deferral Programs (incorporated by reference to Exhibit10.13of the Company's Annual Reporton Form10-K(Commission FileNo.1-7657) for the year ended December 31,2006)."
10.4,"American Express Company 2Oo6 Pay-for-Performance Deferral Program Guide(incorporated by reference to Exhibit 10.1of the Company'sCurrent Reporton Form8-K (Commission FileNo.1-7657), dated November 21,2005 (filed November 23,2005))."
10.5,"American Express Company 2Oo5 Pay-for-Performance Deferral Program Guide (incorporated by reference to Exhibit1O.10of theCompany'sAnnual Reporton Form10-K(Commission FileNo.1-7657) for the year ended December 31,2004)."
10.6,"Descriptionof American Express Company Pay-for-Performance Deferral Program (incorporated by reference to Exhibit 10.2of the Company'sCurrent Reporton Form8-K(Commission FileNo.1-7657), dated November 22,2004 (filed January 28,2005))."
10.7,"Amendment to the Pre-2O08 Nonqualified Deferred Compensation Plans of American Express Company (incorporated by reference to Exhibit10.19 of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December31,2008)."
10.8,"American Express Company Retirement Plan for Non-Employee Directors,as amended (incorporated by reference to Exhibit10.12of the Company'sAnnual ReportonForm10-K (Commission FileNo.1-7657) for the year ended December 31,1988)."
10.9,"Certificate of Amendment of the American Express Company Retirement Plan for Non-Employee Directorsdated March21,1996(incorporatedbyreference toExhibit10.11of the Company'sAnnual Report on Form 1O-K (Commission File No.1-7657) for the year ended December 31,1995)."
10.10,"American Express Key Executive Life Insurance Plan,as amended (incorporated by reference to Exhibit10.12 of the Company's Annual Report on Form10-K (Commission File No.1-7657)for the fiscal year ended December 3i,1991)."
10.11,"Amendment to American Express Company Key Executive Life Insurance Plan (incorporated by reference to Exhibit10.3of the Company's Quarterly Reporton Form10-Q(Commission File No.1-7657) for the quarter ended September30,1994)."
10.12,"Amendment to American Express Company Key Executive Life Insurance Plan,effective as of January 22, 2007 (incorporated by reference to Exhibit10.22 of the Company's Annual Report on Form 10-K (Commission File No.1-7657) for the year ended December 31,2006)."
10.13,"Amendment to American Express Company Key Executive Life Insurance Plan,efective as_of January1, 2011(incorporated by reference to Exhibit 10.24 of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December 31,2010)."
10.14,"American Express Key Employee Charitable Award Program for Education (incorporated by reference to Exhibit10.13of the Company'sAnnual ReportonForm1O-K(Commission FileNo.1-7657)for the year ended December 31,1990)."
10.15,"American Express Directors' Charitable Award Program (incorporated by reference to Exhibit10.14 of the Company's Annual Reporton Form10-K(Commission FileNo.1-7657) for the year ended December 31, 1990)."
10.16,"American Express Company Salary/Bonus Deferral Plan (incorporated by reference to Exhibit10.20 of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December 3i,1988)."
10.17,"Amendment to American Express Company Salary/Bonus Deferral Plan (incorporated by reference to Exhibit10.4 of the Company's Quarterly Report on Form10-Q(Commission File No.1-7657) for the quarter ended September 30,1994)."
10.18,"American Express Senior Executive Severance Plan,as amended and restated effective May1, 2018 (incorporated by reference to Exhibit 10.1of the Company's Quarterly Report on Form 10-Q(Commission File No.1-7657) for the quarter ended June 30,2018)."
10.19,"Amendments of (i) the American Express Salary/Bonus Deferral Plan and (ii) the American Express Key ExecutiveLife InsurancePlan (incorporatedbyreference to Exhibit10.37oftheCompany's Annual Report on Form 10-K (Commission File No.1-7657) for the year ended December 31,1997)."
10.20,"Second Amendment and Restatement of the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (asamendedand restated effectiveas of January1,2O12)(incorporated byreference toExhibit10.28of theCompany'sAnnual ReportonForm10-K(Commission FileNo.1-7657) for the year ended December 31, 2011)."
10.21,"Third Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated March 29,2012) (incorporated by reference to Exhibit10.1of the Company's Quarterly Report on Form 10-Q (Commission File No.1-7657) for the quarter ended March 31,2012)."
10.22,"FourthAmendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated October 24,2O12)(incorporatedby referenceto Exhibit 10.31of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December 31,2012)."
10.23,"Fifth Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan)(datedMay1,2Ol3)(incorporatedby reference to Exhibit10.1of theCompany'sQuarterly Report on Form 10-Q (Commission File No.1-7657) for the quarter ended March 31,20i3)."
10.24,"Sixth Amendment to the American Express Retirement Restoration Plan(f/k/a Supplemental Retirement Plan)(datedAugust16,2O13)(incorporatedbyreference to Exhibit10.1of the Company'sQuarterly Report on Form 10-Q (Commission File No.1-7657) for the quarter ended September 30,2013)."
10.25,"Seventh Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated September26,2013) (incorporated by reference to Exhibit 10.2of the Company's Quarterly Reporton Form10-Q(Commission File No.1-7657) for the quarter ended"
10.26,"Eighth Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated December1,2O13)(incorporated byreference to Exhibit10.36of the Company's Annual Report on Form 10-K (Commission File No.1-7657) for the year ended December 31,2013)."
10.27,"Ninth Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated December14,2O16) (incorporatedby reference to Exhibit10.30of the Company's Annual Report on Form10-K (Commission File No.1-7657) for the year ended December 31,2016)."
10.28,"Tenth Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated December 17,2018) (incorporated by reference to Exhibit10.28of the Company's Annual Report on Form 10-K (Commission File No.1-7657) for the year ended December 31,2018)."
10.29,"Eleventh Amendment to the American Express Retirement Restoration Plan (f/k/a Supplemental Retirement Plan) (dated December 9,2021)."
10.30,"American Express Company 2OO3 Share Equivalent Unit Plan for Directors,asamended and restated, effective January1,2O15(incorporatedbyreference toExhibit10.38of theCompany'sAnnual Reporton Form 10-K (Commission File No.1-7657) for the year ended December 31, 2015)."
